RESPID,MODE,LANGUAGE,LANGUAGEINITIAL,STRATUM,INTERVIEW_START,INTERVIEW_END,ECON1MOD,ECON1BMOD,COMTYPE2,UNITY,CRIMESAFE,GOVPROTCT,MOREGUNIMPACT,FIN_SIT,VET1,VOL12_CPS,INTFREQ,INTFREQ_COLLAPSED,RADIO,NHISLL,RELIGCAT1,EDUCCAT,REGISTRATION,PARTY,PARTYLN,PARTYSUM,HISP,RACECMB,RACETHN,AGEGRP,AGECAT,BIRTHPLACE,GENDER,ADULTS,VOTED2024,VOTEGEN_POST,INC_SDT1,CREGION,METRO,BASEWT,WEIGHT
9734.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-05,2025-05-05,Only fair,Better,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,Less crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",Yes,Several times a day,Several times a day,Yes,Yes,Other,College graduate+,Yes,Something else,The Republican Party,Rep/Lean Rep,No,White,White non-Hispanic,60-64,50-64,"U.S. - 50 states, District of Columbia",A man,3,Yes,Refused/Web blank,"$150,000 or more",Northeast,Metropolitan,2.4066014193015723,2.310618245881995
10794.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-02,2025-05-02,Poor,Worse,Urban,Americans are divided when it comes to the most important values,Not at all safe,Sometimes laws to protect people from themselves are necessary,More crime,Just meet my basic expenses,"No, nobody in household",No,About once a day,Daily or several times a week,Yes,Yes,Catholic,College graduate+,Yes,Democrat,,Dem/Lean Dem,Yes,Refused,Hispanic,60-64,50-64,Another country (please specify):,A woman,1,Yes,"Kamala Harris, the Democrat","$70,000 to less than $100,000",Midwest,Metropolitan,0.802200473100524,0.640833201460753
3434.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-08,2025-05-08,Only fair,Worse,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,More crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Unaffiliated,Some College,Yes,Democrat,,Dem/Lean Dem,No,Mixed Race,Other,30-34,30-49,"U.S. - 50 states, District of Columbia",A woman,3,Yes,"Kamala Harris, the Democrat","$30,000 to less than $40,000",West,Metropolitan,2.4066014193015723,4.001133635140615
9573.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-05,2025-05-05,Good,About the same,Urban,Americans are united when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,No difference,Meet my basic expenses with a little left over for extras,"Yes, someone else in household",No,Several times a day,Several times a day,Yes,Yes,Other,College graduate+,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,80+,65+,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Donald Trump, the Republican","$50,000 to less than $70,000",West,Metropolitan,1.604400946201048,1.3001334462942225
17294.0,Paper,English,,"2 = 50%-74.99% Black non-Hispanic, NOT 65%+ HS or less",2025-05-15,2025-05-15,Poor,Worse,Urban,Americans are divided when it comes to the most important values,Not too safe,It's not the government's job to protect people from themselves,More crime,Meet my basic expenses with a little left over for extras,"Yes, someone else in household",No,About once a day,Daily or several times a week,No,Yes,Protestant,College graduate+,Yes,Democrat,,Dem/Lean Dem,Refused/Web blank,Black or African-American,Black non-Hispanic,75-79,65+,"U.S. - 50 states, District of Columbia",A woman,3,Yes,"Kamala Harris, the Democrat",Refused/Web blank,South,Metropolitan,1.732091006145039,1.2653362155131893
4321.0,Online,English,English,"9 = Remaining CBG, 65%+ HS or less",2025-02-23,2025-02-23,Good,Better,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,It's not the government's job to protect people from themselves,No difference,Live comfortably,"No, nobody in household",No,Almost constantly,Almost constantly,No,No,Protestant,College graduate+,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,30-34,30-49,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","$150,000 or more",South,Metropolitan,0.4509005960677219,0.5108280971680009
10313.0,Paper,English,,"1 = 50%-74.99% Black non-Hispanic, 65%+ HS or less",2025-05-08,2025-05-08,Only fair,Better,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,Less crime,Don't even have enough to meet basic expenses,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Protestant,Some College,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,60-64,50-64,"U.S. - 50 states, District of Columbia",A woman,3,Yes,"Donald Trump, the Republican","Less than $30,000",South,Metropolitan,0.48049289764303693,0.29326070503759416
17761.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-22,2025-03-22,Only fair,About the same,Rural,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,No difference,Just meet my basic expenses,"No, nobody in household",Yes,Almost constantly,Almost constantly,No,No,Other,College graduate+,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,35-39,30-49,"U.S. - 50 states, District of Columbia",A woman,1,Yes,"Donald Trump, the Republican","$30,000 to less than $40,000",West,Non-metropolitan,0.401100236550262,0.47445683975615494
10327.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-25,2025-02-25,Good,Worse,Rural,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,More crime,Live comfortably,"No, nobody in household",No,Several times a day,Several times a day,Yes,No,Protestant,College graduate+,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,50-54,50-64,"U.S. - 50 states, District of Columbia",A woman,1,Yes,"Kamala Harris, the Democrat","$70,000 to less than $100,000",South,Metropolitan,0.401100236550262,0.23926488717831879
6702.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-05,2025-05-05,Only fair,Better,Rural,Americans are divided when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,Less crime,Just meet my basic expenses,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Unaffiliated,Some College,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,35-39,30-49,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Donald Trump, the Republican","$70,000 to less than $100,000",Northeast,Non-metropolitan,1.604400946201048,1.4495174695195374
18090.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-06-09,2025-06-09,Good,Worse,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,It's not the government's job to protect people from themselves,No difference,Just meet my basic expenses,"No, nobody in household",Yes,Several times a day,Several times a day,No,Yes,Unaffiliated,Some College,Yes,Independent,The Democratic Party,Dem/Lean Dem,No,White,White non-Hispanic,50-54,50-64,"U.S. - 50 states, District of Columbia",A woman,4,Yes,"Kamala Harris, the Democrat","$150,000 or more",West,Metropolitan,2.4066014193015723,1.531938345956901
15091.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-12,2025-05-12,Good,About the same,Rural,Americans are divided when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,Less crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",Yes,Several times a day,Several times a day,Yes,Yes,Protestant,College graduate+,Yes,Republican,,Rep/Lean Rep,No,Mixed Race,Other,50-54,50-64,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Donald Trump, the Republican",Refused/Web blank,South,Non-metropolitan,1.604400946201048,1.525167295436613
12484.0,Online,English,English,"2 = 50%-74.99% Black non-Hispanic, NOT 65%+ HS or less",2025-03-11,2025-03-11,Good,Worse,Urban,Americans are united when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,More crime,Live comfortably,"Yes, self",No,Several times a day,Several times a day,No,Yes,Unaffiliated,College graduate+,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,75-79,65+,"U.S. - 50 states, District of Columbia",A man,1,Yes,"Kamala Harris, the Democrat","$125,000 to less than $150,000",South,Metropolitan,0.2886818343575065,0.14644297319521474
8024.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-27,2025-02-27,Only fair,Better,Suburban,Americans are divided when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,Less crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",Yes,Almost constantly,Almost constantly,Yes,Yes,Other,College graduate+,Yes,Independent,The Republican Party,Rep/Lean Rep,No,Asian or Asian-American,Asian non-Hispanic,40-44,30-49,Another country (please specify):,A man,4,Yes,"Donald Trump, the Republican","$125,000 to less than $150,000",Northeast,Metropolitan,1.2033007096507862,1.3352971682914894
11782.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-13,2025-03-13,Only fair,About the same,Suburban,Americans are divided when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,More crime,Just meet my basic expenses,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Unaffiliated,Some College,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,45-49,30-49,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Kamala Harris, the Democrat","$30,000 to less than $40,000",West,Metropolitan,0.802200473100524,0.5623409444287963
3187.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-31,2025-03-31,Only fair,Worse,Suburban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,No difference,Don't even have enough to meet basic expenses,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Other,Some College,Yes,Democrat,,Dem/Lean Dem,No,Black or African-American,Black non-Hispanic,55-59,50-64,Another country (please specify):,A woman,3,Yes,"Kamala Harris, the Democrat","$100,000 to less than $125,000",South,Metropolitan,1.2033007096507862,0.8294532989810968
384.0,Online,English,English,"7 = 75%+ Hispanic, 65%+ HS or less",2025-02-21,2025-02-21,Only fair,Worse,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,More crime,Just meet my basic expenses,"No, nobody in household",Yes,Almost constantly,Almost constantly,No,Yes,Unaffiliated,H.S. graduate or less,Yes,Democrat,,Dem/Lean Dem,Yes,Refused,Hispanic,30-34,30-49,"U.S. - 50 states, District of Columbia",A woman,1,Yes,"Kamala Harris, the Democrat","Less than $30,000",Northeast,Metropolitan,0.08874908004581335,0.11623688336161844
6370.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-04,2025-03-04,Good,About the same,Urban,Americans are united when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,Less crime,Meet my basic expenses with a little left over for extras,"Yes, self",No,Several times a day,Several times a day,Yes,No,Catholic,Some College,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,60-64,50-64,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","$150,000 or more",West,Metropolitan,0.802200473100524,0.6906951039512931
16191.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-12,2025-05-12,Good,About the same,Suburban,Americans are divided when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,No difference,Live comfortably,"No, nobody in household",Yes,About once a day,Daily or several times a week,No,No,Protestant,College graduate+,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,80+,65+,"U.S. - 50 states, District of Columbia",A woman,1,Yes,"Donald Trump, the Republican","$150,000 or more",South,Metropolitan,0.802200473100524,0.39438076141854594
116.0,Online,English,English,"7 = 75%+ Hispanic, 65%+ HS or less",2025-02-28,2025-02-28,Poor,Worse,Suburban,Refused/Web blank,Somewhat safe,Sometimes laws to protect people from themselves are necessary,Less crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Almost constantly,Almost constantly,No,No,Catholic,Some College,Yes,Refused/Web blank,Refused/Web blank,DK/Refused/No lean,Yes,Refused,Hispanic,30-34,30-49,"U.S. - 50 states, District of Columbia",A woman,3,Yes,Refused/Web blank,"$150,000 or more",West,Metropolitan,0.26624724013744006,0.5049278658487991
4709.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-24,2025-03-24,Only fair,Worse,Suburban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,No difference,Live comfortably,"No, nobody in household",Yes,Almost constantly,Almost constantly,Yes,No,Protestant,College graduate+,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,45-49,30-49,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Kamala Harris, the Democrat","$125,000 to less than $150,000",South,Metropolitan,0.802200473100524,0.5839163571908784
18185.0,Online,English,English,"7 = 75%+ Hispanic, 65%+ HS or less",2025-02-28,2025-02-28,Poor,Worse,Suburban,Americans are divided when it comes to the most important values,Not too safe,Sometimes laws to protect people from themselves are necessary,More crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Almost constantly,Almost constantly,No,No,Unaffiliated,Some College,Yes,Democrat,,Dem/Lean Dem,Yes,White,Hispanic,18-24,18-29,"U.S. - 50 states, District of Columbia",A man,5 or more,Yes,"Kamala Harris, the Democrat","$70,000 to less than $100,000",West,Metropolitan,0.26624724013744006,0.5016907386426683
1486.0,Paper,English,,"6 = 50%-74.99% Hispanic, NOT 65%+ HS or less",2025-04-30,2025-04-30,Poor,Better,Urban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,More crime,Just meet my basic expenses,"No, nobody in household",Yes,Several times a day,Several times a day,Yes,No,Catholic,College graduate+,Yes,Republican,,Rep/Lean Rep,Yes,White,Hispanic,25-29,18-29,"U.S. - 50 states, District of Columbia",A woman,3,Yes,"Donald Trump, the Republican","$150,000 or more",South,Metropolitan,2.3493925251425223,2.7659937511946797
