RESPID,MODE,LANGUAGE,LANGUAGEINITIAL,LANG_PREF,SURVEYSTARTDATE,SURVEYENDDATE,BWAVE,BIDENT1_GEOSTRATA,ECON1MOD,ECON1BMOD,COMTYPE2,UNITY,CRIMESAFE,INFRASPEND,MOREGUNIMPACT,GAMBLERESTR,VET1,VOL12_CPS,EMINUSE,INTMOB,INTFREQ,INTFREQ_COLLAPSED,HOME4NW2,BBHOME,SMUSEa,SMUSEb,SMUSEc,SMUSEd,SMUSEe,SMUSEf,SMUSEg,SMUSEh,SMUSEi,SMUSEj,SMUSEk,RADIO,GPT1,DEVICE1A,SMART2,NHISLL,RELIG,RELIGCAT1,BORN,ATTENDPER,ATTENDONLINE2,RELIMP,PRAY,REGISTRATION,PARTY,PARTYLN,PARTYSUM,HISP,RACEMOD_1,RACEMOD_2,RACEMOD_3,RACEMOD_4,RACEMOD_5,RACEMOD_6,RACEMOD_99,RACEMOD_MIXEDOE,RACECMB,RACETHN,AGE,AGECAT,BIRTHPLACE,GENDER,MARITAL,EDUCATION,EDUCCAT,ADULTS,VOTED2020,VOTEGEN_POST,INC_SDT1,CREGION,DIVISION,METRO,BASEWT,WEIGHT
18245.0,Online,English,English,English,20240225,20240225,Full Launch,"6 = 50%-74.99% Hispanic, NOT 65%+ HS or less",Poor,Worse,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Stay about the same,No difference,There should be MORE restrictions on gambling than there are today,"No, nobody in household",Yes,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Yes,A lot,"Yes, have a cell phone","Yes, smartphone",Yes,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"Yes, born-again or evangelical Christian",More than once a week,A few times a year,Very important,Several times a day,Yes,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,40.0,30-49,"U.S. - 50 states, District of Columbia",A man,Married,"Bachelor's degree (such as BA, BS)",College graduate+,2.0,Yes,"Donald Trump, the Republican","$90,000 to less than $100,000",South,South Atlantic,Metropolitan,0.8669544178160234,1.0536779024163248
18247.0,Paper,English,,,,20240506,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Only fair,Worse,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Stay about the same,Less crime,Restrictions on gambling are about right,"Yes, self",Yes,Yes,Yes,Almost constantly,Almost constantly,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this",Yes,A lot,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"Yes, born-again or evangelical Christian",Once a week,Once or twice a month,Very important,Several times a day,Yes,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,50.0,50-64,"U.S. - 50 states, District of Columbia",A man,Married,"Bachelor's degree (such as BA, BS)",College graduate+,3.0,Yes,"Donald Trump, the Republican","$100,000 or more",South,South Atlantic,Metropolitan,2.3302107030605224,1.1887971557168304
18248.0,Paper,English,,,,20240425,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Only fair,About the same,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Stay about the same,More crime,There should be MORE restrictions on gambling than there are today,"Yes, someone else in household",Yes,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Yes,A little,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"Yes, born-again or evangelical Christian",Once a week,Once a week,Very important,Several times a day,Yes,Democrat,,Dem/Lean Dem,No,Not selected,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,Black or African-American,Black non-Hispanic,60.0,50-64,Another country,A woman,Married,"Associate degree (such as AA, AS)",Some College,1.0,Yes,"Joe Biden, the Democrat","$100,000 or more",Midwest,West North Central,Metropolitan,0.7767369010201741,0.5813787025951251
18253.0,Paper,English,,,,20240426,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Good,About the same,Suburban,Americans are divided when it comes to the most important values,Very safe,Increase a little,Less crime,There should be MORE restrictions on gambling than there are today,"No, nobody in household",Yes,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this",Yes,A lot,"Yes, have a cell phone","Yes, smartphone",Yes,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"Yes, born-again or evangelical Christian",Once a week,Once or twice a month,Very important,Once a day,Yes,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,65.0,65+,"U.S. - 50 states, District of Columbia",A man,Married,Master's degree or higher,College graduate+,2.0,Yes,"Donald Trump, the Republican","$100,000 or more",Midwest,East North Central,Metropolitan,1.5534738020403482,0.6787605996300634
18255.0,Paper,English,,,,20240423,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Only fair,About the same,Suburban,Americans are united when it comes to the most important values,Somewhat safe,Decrease a lot,More crime,There should be MORE restrictions on gambling than there are today,"Yes, someone else in household",Yes,Yes,Yes,Less often,Less often or does not use the internet,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Yes,Nothing at all,"Yes, have a cell phone","Yes, smartphone",No,Nothing in particular,Unaffiliated,"No, not born-again or evangelical Christian",Seldom,Seldom,Not too important,A few times a month,No,Independent,The Democratic Party,Dem/Lean Dem,Yes,Not selected,Not selected,Not selected,Selected,Not selected,Not selected,Not selected,No,Some other Race,Hispanic,64.0,50-64,"U.S. - 50 states, District of Columbia",A woman,Never married,Regular high school diploma or GED,H.S. graduate or less,1.0,No,,"Less than $30,000",West,Pacific,Metropolitan,0.7767369010201741,1.0490170315060794
18266.0,Paper,English,,,,20240510,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Poor,About the same,Suburban,Americans are united when it comes to the most important values,Very safe,Increase a lot,Less crime,Restrictions on gambling are about right,"No, nobody in household",Yes,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Yes,A little,"Yes, have a cell phone","Yes, smartphone",Yes,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"No, not born-again or evangelical Christian",A few times a year,Never,Very important,Several times a day,Yes,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,63.0,50-64,"U.S. - 50 states, District of Columbia",A woman,Married,Some college credit but no degree,Some College,1.0,Yes,"Donald Trump, the Republican","$70,000 to less than $80,000",South,South Atlantic,Metropolitan,0.7767369010201741,0.6424434492410308
18273.0,Online,English,English,English,20240302,20240302,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Only fair,Worse,Suburban,Americans are divided when it comes to the most important values,Extremely safe,Increase a little,More crime,Restrictions on gambling are about right,"No, nobody in household",Yes,Yes,Yes,Almost constantly,Almost constantly,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this",Yes,A lot,"Yes, have a cell phone","Yes, smartphone",No,Mormon,Other,"No, not born-again or evangelical Christian",Once a week,Seldom,Very important,Once a day,Yes,Independent,The Republican Party,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,35.0,30-49,"U.S. - 50 states, District of Columbia",A man,Married,Master's degree or higher,College graduate+,2.0,Yes,Don't know/Refused/Web blank,"$100,000 or more",West,Mountain,Metropolitan,0.7767369010201741,0.7741651329290874
18274.0,Paper,English,English,,,20240426,Full Launch,"7 = 75%+ Hispanic, 65%+ HS or less",Poor,Better,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Increase a lot,More crime,There should be MORE restrictions on gambling than there are today,"No, nobody in household",Yes,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Yes,A little,"Yes, have a cell phone","Yes, smartphone",Yes,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"Yes, born-again or evangelical Christian",More than once a week,Once or twice a month,Very important,Several times a day,Yes,Something else,The Republican Party,Rep/Lean Rep,Yes,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,Hispanic,54.0,50-64,Another country,A woman,Divorced,Some college credit but no degree,Some College,3.0,Yes,"Donald Trump, the Republican","$50,000 to less than $60,000",South,West South Central,Metropolitan,0.38490057130053984,0.28875087399168947
18282.0,Online,English,English,English,20240222,20240222,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Good,Better,Rural,Americans are divided when it comes to the most important values,Very safe,Stay about the same,No difference,Restrictions on gambling are about right,"No, nobody in household",Yes,Yes,Yes,Almost constantly,Almost constantly,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this",Yes,Nothing at all,"Yes, have a cell phone","Yes, smartphone",Yes,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"Yes, born-again or evangelical Christian",More than once a week,More than once a week,Very important,Several times a day,Yes,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,67.0,65+,"U.S. - 50 states, District of Columbia",A woman,Married,"Associate degree (such as AA, AS)",Some College,1.0,Yes,"Donald Trump, the Republican","$30,000 to less than $40,000",South,South Atlantic,Metropolitan,0.38836845051008706,0.2545413440794337
18286.0,Paper,English,,,,20240425,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Only fair,About the same,Urban,Americans are divided when it comes to the most important values,Somewhat safe,Increase a little,No difference,There should be MORE restrictions on gambling than there are today,"No, nobody in household",Yes,Yes,Yes,Almost constantly,Almost constantly,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this",Yes,A lot,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"No, not born-again or evangelical Christian",Once a week,A few times a year,Very important,Several times a day,No,Republican,,Rep/Lean Rep,Yes,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,Hispanic,37.0,30-49,Another country,A man,Married,"Bachelor's degree (such as BA, BS)",College graduate+,2.0,No,,"$100,000 or more",South,East South Central,Metropolitan,1.5534738020403482,2.482140260221376
18288.0,Paper,English,,,,20240305,Full Launch,"2 = 50%-74.99% Black non-Hispanic, NOT 65%+ HS or less",Only fair,Worse,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Increase a lot,Less crime,Restrictions on gambling are about right,"Yes, self",No,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",No,Nothing at all,"Yes, have a cell phone","No, not a smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"Yes, born-again or evangelical Christian",Never,Never,Very important,Once a day,Yes,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,83.0,65+,"U.S. - 50 states, District of Columbia",A man,Married,"Associate degree (such as AA, AS)",Some College,2.0,Yes,"Donald Trump, the Republican","$90,000 to less than $100,000",South,South Atlantic,Non-metropolitan,1.7518993770923004,0.8944474368818267
